date,name,text,comment_count,like_count,link 
,,,0,0,
"Tuesday, 24 March 2020 at 3:00 pm",Rowan Davie,"Something for all of us rn
(Last link didn’t work for everyone)",2,19,https://www.facebook.com/groups/fennerhall/permalink/2631993516929922/
,,,0,0,
,,,0,0,
"Tuesday, 24 March 2020 at 3:39 pm",Tyler McLean,"Are you bored tonight? Tomorrow night? Thursday night?
Hit up 99 Trivia's livestream and have a chance to win a range of prizes on offer, or just to have a good time and spend your time doing something else other than lying in bed. <3
💻 7:00PM - TUES, WED, THURS
🕹 Interactive trivia, games, & general mucking around
💾 LIVE at twitch.tv/99trivia
https://www.facebook.com/events/503043713913804/?notif_t=plan_user_associated&notif_id=1585021908655256",3,6,https://www.facebook.com/groups/fennerhall/permalink/2632046806924593/
,,,0,0,
,,,0,0,
"Tuesday, 24 March 2020 at 3:53 pm",,"New Warren Cafe Hours
1000-1600 everyday
Bar will continue to open on 1930 Thursday",0,8,https://www.facebook.com/groups/fennerhall/permalink/2632062460256361/
"Tuesday, 24 March 2020 at 2:22 pm",Miranda Riddell,"Hello frands,
Here is a communal document for depositing your questions about COVID19 related things.
If you don't want your googleacc associated with a question, just message me and I'll write it in for you.
https://docs.google.com/…/1JLP286jI4hneB0Z1F0bb62NNx9…/edit…
Please fill in your questions and this will be shared to the FRC and Nerillee in hopes of finding an answer ASAP.
Pls don't write questions that are too similar.",3,17,https://www.facebook.com/groups/fennerhall/permalink/2631939613601979/
,,,0,0,
,,,0,0,
,,,0,0,
"Tuesday, 24 March 2020 at 2:51 pm",,is there anyone who drives a manual that's around at fenner? need a bit of urgent help at the School of Music pls!!!!,2,3,https://www.facebook.com/groups/fennerhall/permalink/2631981766931097/
,,,0,0,
"Tuesday, 24 March 2020 at 12:17 pm",Aidan Fryer,"Hey Fenner,
Are you missing your exercise and sport? Check out ANU Sport's at home workout to keep looking after yourself over the next few months",1,27,https://www.facebook.com/groups/fennerhall/permalink/2631773006951973/
,,,0,0,
"Tuesday, 24 March 2020 at 12:30 pm",,"Join crossword hour...
https://anu.zoom.us/j/892701919…",0,18,https://www.facebook.com/groups/fennerhall/permalink/2631789990283608/
"Monday, 23 March 2020 at 4:25 pm",Miranda Riddell,"🚨🚨🚨COMMUNITY COORDINATOR POST🚨🚨🚨
I am very excited to announce the results of our FRC election:
Miranda Riddell as new resident social representative
Jacqui Du as new resident arts representative
Rory Spurgeon as new resident sports representative
Mikayla Hyland-Wood as sport representative
Huge congratulations to our four new representatives, and to everyone who put themselves out there and ran for a position!",6,73,https://www.facebook.com/groups/fennerhall/permalink/2629982383797702/
,,,0,0,
,,,0,0,
"Monday, 23 March 2020 at 10:08 pm",,has anyone seen a room key floating around? careless me may have dropped it😢,4,7,https://www.facebook.com/groups/fennerhall/permalink/2630427183753222/
,,,0,0,
,,,0,0,
"Monday, 23 March 2020 at 9:04 pm",,Anyone that wants a macaroon come down and get one. Bone apple teeth xx 👨‍🍳,7,35,https://www.facebook.com/groups/fennerhall/permalink/2630338233762117/
,,,0,0,
,,,0,0,
"Monday, 23 March 2020 at 9:30 pm",Rory Spurgeon,Rory Spurgeon & Charlie Joyce Thomson 👨🏻‍🍳,0,27,https://www.facebook.com/groups/fennerhall/permalink/2630373510425256/
"Monday, 23 March 2020 at 11:34 am",,"I'm selling my Macbook Pro 13-inch 256 GB 2019. Only selling it because I'm getting the 16-inch.
Condition is basically brand new. Comes with Charger and cable. Please let me know if you are interested.",1,3,
,,,0,0,
"Monday, 23 March 2020 at 7:22 pm",,"Hey everyone, this is going to be a bit of a long post, but please take the time to read it (we should all have quite a bit of free time at the moment)!  

Firstly, I hope you are all doing well in what is a super strange and difficult time. We are facing a situation that is completely new to us, and it’s hard to know how to respond. As a community, it is super important that we continue to look after ourselves and each other, and this is a responsibility that we must take seriously. Send your friends a message and see how they are doing, and reach out to those around you (SRs, family, friends, professionals) if you are struggling yourself. It is also important to understand that we will all be impacted by this in different ways, and deal with it differently. Some of you might not be worried, while others might be quite upset, and that is ok. Empathy is hugely important at the moment, so try to understand why others may be feeling the way they do and respect that.  

So, what can we do? There are a few simple things that you would have all heard about, and that we can all do to limit the impact of this virus upon our lives. But it takes a unified and concerted effort. We must be all in. 

1. Social distancing - there has been a lot said about this, and I understand that living with almost 400 other people unsurprisingly makes this difficult. But we have to try. As has been said in emails (which I hope you are all checking!), study in your room, eat away from other people/in your room, limit non-essential social activity, and keep a distance of 1.5m! This doesn’t mean stop talking to your friends or don’t go outside, it just means we have to be creative. FaceTime, Netflix Party (not a physical party, it’s online), join a minecraft server (Jake McCall), head outside and enjoy the fantastic weather and go for a walk. It’s not easy, but we can do it. The hard part is changing routine. We can no longer do what we have previously. If you have something on (that involves seeing other people), work out if it really is a necessity, and if it’s not, stay home. It’s hard, but we are the only ones who can make this work. The situation isn’t going to change unless we change.  

2. Social distancing again - seriously, it’s that important. 

3. Wash your hands/don’t touch your face - make sure you are constantly washing/sanitizing your hands any time you are touching anything! On top of this, avoid touching your face as much as possible!   

This is a big change. It’s hard, and there is no easy way about it, but we have to do it. If not for yourself, do it for those around you. Do it for the people who are at risk that you might not know about. Those with suppressed immunity, chronic illness, disability, asthma - the list continues, but it is not just the elderly. These people are at Fenner, and you may not know them, but you can support them. We are young, but we are not invincible. Now more than ever, we need to look beyond our own health (especially if we are in the privileged position of being young and healthy) and act for others who are not as fortunate. Actions have consequences, and we have the opportunity to have a positive impact on limiting the spread of this virus.   Our unofficial motto is ‘Fenner looks after Fenner’, and in my experience, this is true. So embody those words in your actions and think of your community, and Fenner will continue to be the incredible place that it is. ❤️",4,66,https://www.facebook.com/groups/fennerhall/permalink/2630200513775889/
,,,0,0,
,,,0,0,
"Monday, 23 March 2020 at 7:39 pm",,"Heart react/
comment to be added to a group chat for Fenner animal crossing: new horizons players- perfect for these trying times",0,12,https://www.facebook.com/groups/fennerhall/permalink/2630220810440526/
"Monday, 23 March 2020 at 6:53 pm",Jake McCall,"JOIN MY MINECRAFT SERVER SO I CAN STILL HANG WITH YOU (cause I think your cool)
minecovid.connectminecraft.com
INFO:
This is a faction server. You can create factions with at least one player and claim land. Only your faction can build on this land. Other factions are allowed to grief you using tnt cannons/ other methods but they cannot directly destroy blocks on your claimed land. Use the command /f help in chat to see all the faction commands you can use.
This server has a limited world. There is a border around the world at a 2500 block radius from spawn. I may increase the size of the world but I checked and this seems like plenty of room.
Join our discord server to chat while playing:
https://discord.gg/qBAvS2
Hope to see you on there!
Hope you've had a good day <3",4,22,https://www.facebook.com/groups/fennerhall/permalink/2630163767112897/
,,,0,0,
,,,0,0,
,,,0,0,
"Monday, 23 March 2020 at 6:56 pm",Maya Berg,"As we support the Fenner community, theres also a chance to spread our love to the wider Canberra community of Health care workers who are going to be overloaded with work in the coming months.. Check this out. 🧡🧡🧡🧡🧡",0,8,https://www.facebook.com/groups/fennerhall/permalink/2630167190445888/
"Monday, 23 March 2020 at 4:14 pm",,Heart react if you're staying at Fenner ❤,0,76,https://www.facebook.com/groups/fennerhall/permalink/2629969767132297/
"Monday, 23 March 2020 at 3:46 pm",Tyler McLean,Hey Everyone Sarah Long had the idea to create a Spotify playlist that we can all add to in order to assure we have some mad beats that we can vibe to in these troubled times no matter where we are in the world. So please add your favourite songs to the playlist and if you feel lonely or just want some good tunes to bop along to hit the play button! <3,4,19,https://www.facebook.com/groups/fennerhall/permalink/2629937680468839/
,,,0,0,
,,,0,0,
"Monday, 23 March 2020 at 5:11 pm",Imily Heaney,"I present a new genre of music, ""pandemic pop"" for your ears and for your dancing pleasure


https://www.youtube.com/watch?v=TTyaB41BIUk",0,4,https://www.facebook.com/groups/fennerhall/permalink/2630036033792337/
"Monday, 23 March 2020 at 4:08 pm",Tyler McLean,Warren Question: Is Jesus 1.5m? - Trying to leave room for Jesus <3,0,0,https://www.facebook.com/groups/fennerhall/permalink/2629962990466308/
"Monday, 23 March 2020 at 3:20 pm",,If you are leaving and need a new home for your tea please donate it to the Warren :),0,5,https://www.facebook.com/groups/fennerhall/permalink/2629905037138770/
"Monday, 23 March 2020 at 12:28 pm",Maddy Crowe,"Hello all! Indigenous hour has gone on a temporary hiatus to make way for EMO HOUR, a topical mood. Come to the warren to be socially distant and embrace your 2012 ""it's not a phase mum"" phase.
We will also include some metal and rock from Aboriginal artists because I want to.
Please enjoy this absolutely cursed image using a snapchat filter I found in the dregs of the app. IT'S EMO TIME BABEY",0,23,https://www.facebook.com/groups/fennerhall/permalink/2629676840494923/
"Saturday, 21 March 2020 at 2:03 pm",,"1. Is there an animal crossing group?
2. if yes, where to find?
3. if no, we should make one asap
can we have housewarming parties in animal crossing pls
EDIT: My friend code SW-1831-8394-8996 pls visit me",1,7,https://www.facebook.com/groups/fennerhall/permalink/2625422390920368/
,,,0,0,
,,,0,0,
"Monday, 23 March 2020 at 12:29 pm",,"PSA- stay safe out there
I love you xx",0,12,https://www.facebook.com/groups/fennerhall/permalink/2629677990494808/
"Monday, 23 March 2020 at 10:41 am",,The Warren is currently operating as normal so come hit us up for those $2 sausage rolls and $2 Meat Pies,0,7,https://www.facebook.com/groups/fennerhall/permalink/2629527733843167/
"Sunday, 22 March 2020 at 7:35 pm",Erin Barr,"Important Information regarding the current residential circumstances.
Please read this official information provided by the ANU and if you have further questions after reading the post, including the FAQ's document provided in the comments, please pass the question on to myself or another member of the FRC. Fenner has no plans to close, but if you are considering returning home, now is the time to do so.",3,7,https://www.facebook.com/groups/fennerhall/permalink/2628034373992503/
,,,0,0,
,,,0,0,
,,,0,0,
"Sunday, 22 March 2020 at 9:56 pm",,"To whoever did this just now, please don't use my laundry trolley to store your (or others') clothes!!!
It's not hygienic especially at this time, and it's absolutely disgusting to see somebody else's underwear in MY bag!!!
😡",5,2,https://www.facebook.com/groups/fennerhall/permalink/2628232860639321/
,,,0,0,
,,,0,0,
"Sunday, 22 March 2020 at 11:55 pm",,Can the person who took my laundry liquid weeks ago at the Laundry Room return it?,0,3,https://www.facebook.com/groups/fennerhall/permalink/2628431393952801/
"Sunday, 22 March 2020 at 6:56 pm",,"Hi guys
Since kebaba will be closing indefinitely does everyone want to do a final fenner meal at kebaba???
7:30pm work for everyone? 💖😂🦋",1,37,https://www.facebook.com/groups/fennerhall/permalink/2627982670664340/
,,,0,0,
,,,0,0,
,,,0,0,
"Sunday, 22 March 2020 at 7:08 pm",,Social distance dancing has never been so hot 🥴🥵🔥,2,29,https://www.facebook.com/groups/fennerhall/permalink/2627998537329420/
,,,0,0,
,,,0,0,
"Sunday, 22 March 2020 at 6:07 pm",,PARTY HOUR IN THE WARREN!!! Come celebrate while we can :),2,24,https://www.facebook.com/groups/fennerhall/permalink/2627917997337474/
,,,0,0,
,,,0,0,
"Sunday, 22 March 2020 at 2:20 pm",Maddy Crowe,"Hello all!
Today, we will be holding a funky lil zoom meeting at 3pm for anyone interested in writing for fenner revue! Although we don't have a confirmed date for the actual show, we definitely need a script! Anyone who is interested in writing songs/parodies/their experiences about anything Fenner and beyond is encouraged to join the group!
You don't need any experience, we will teach you 💜
https://www.facebook.com/groups/489399331739235",0,1,https://www.facebook.com/groups/fennerhall/permalink/2627612357368038/
"Sunday, 22 March 2020 at 2:14 pm",,"Hey Fenner,
On Friday night I left my speaker in the TV room. If you have picked it up could you please let me know? I'd love to have it back. Here's what it looks like. Cheers",0,11,https://www.facebook.com/groups/fennerhall/permalink/2627602914035649/
"Sunday, 22 March 2020 at 1:32 pm",,Could someone pls come collect their washing? All machines are full and most have finished washing. Thank ☺️,0,1,https://www.facebook.com/groups/fennerhall/permalink/2627543157374958/
"Sunday, 22 March 2020 at 1:16 pm",,"hey guys - just an update re covid!
South Australia is closing there borders. Any south aussies out there, you can still return but you will need to self isolate upon return to the best state
sending positive vibes to you all <3",2,27,https://www.facebook.com/groups/fennerhall/permalink/2627521487377125/
,,,0,0,
,,,0,0,
"Sunday, 22 March 2020 at 12:26 pm",Jan De Kock,"Social distancing getting you down😷😰? We'll have i got the perfect substitute for being stuck in your room and not having anything to do now the uni's on pause. 🐬🐡
🏃‍♂️🏃‍♀️This upcoming Sunday we'll be having our first Inward Bound event, with our adventure run on Black mountain! It'll be an easy straightforward run introducing you to the navigational aspects of IB open to all Fenner ressies no matter your running ability.🌄🗺
So be sure to get around what may potentially be the last event we run at Fenner, even though we will all be a metre and a half apart 😔


https://www.facebook.com/events/3087328267953799/",0,9,https://www.facebook.com/groups/fennerhall/permalink/2627454717383802/
"Saturday, 21 March 2020 at 4:52 pm",,"I do not have animal crossing, but i urge you to get a club penguin account!
Club penguin is alive and kicking and i want a club penguin party",6,31,https://www.facebook.com/groups/fennerhall/permalink/2625656787563595/
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
"Friday, 20 March 2020 at 8:22 pm",Cate Pearce,Rittwick has delivered! Enjoy the commencement piccys folks 💥💥,2,13,https://www.facebook.com/groups/fennerhall/permalink/2623648417764432/
,,,0,0,
,,,0,0,
"Saturday, 21 March 2020 at 1:00 pm",,"Sup larrikins, here's the deal.
FRC elections are open! We need four wonderful representatives elected, for the people, by the people. That means we need you to vote because whoever you pick will be representing you, creating events for you, carrying bread for YOU. So hop onto your student email, follow the link the CC's sent out and get voting!
Usually we promise democracake if we get over %50 of the Fenner population to vote, however, due to recent measures we cannot promise such luxuries this year. BUT the FRC will think of something! (maybe it will be the new rep you elect that comes up with a great idea)
With all this self isolation and cancelling of classes, you have literally no excuse. Don't do it for me, or the CC's or Nerilee, do it for yourself. xxx",0,20,https://www.facebook.com/groups/fennerhall/permalink/2625333684262572/
"Saturday, 21 March 2020 at 10:24 am",,How does one use the barbecue grills on the balcony?,0,1,https://www.facebook.com/groups/fennerhall/permalink/2625123004283640/
"Friday, 20 March 2020 at 7:37 pm",Erin Barr,,2,66,https://www.facebook.com/groups/fennerhall/permalink/2623570781105529/
,,,0,0,
,,,0,0,
"Friday, 20 March 2020 at 7:59 pm",,Foopy on the telly in the TV room,4,4,https://www.facebook.com/groups/fennerhall/permalink/2623604801102127/
,,,0,0,
,,,0,0,
"Friday, 20 March 2020 at 11:24 pm",Laurinda Ryu,Nerilee would love this 👍🏻♥️,0,12,https://www.facebook.com/groups/fennerhall/permalink/2623944551068152/
"Friday, 20 March 2020 at 11:14 pm",,"🆘🆘 Duty Warren Post 🆘🆘
There’s been a tragic loss of a mug outside the N7 kitchen cupboards so if you’re walking through the kitchen please wear shoes!! All the shards should have been swept up but for safety pls don’t walk there barefoot!!",0,10,https://www.facebook.com/groups/fennerhall/permalink/2623927254403215/
"Friday, 20 March 2020 at 3:49 pm",,"MATH1115, MATH2222 club.
Mathmos, Dante and myself will be in Bobbie Fenner from 4pm to 6pm tomorrow (Saturday). See you there for a study session.",2,2,https://www.facebook.com/groups/fennerhall/permalink/2623237344472206/
,,,0,0,
,,,0,0,
"Friday, 20 March 2020 at 11:00 pm",,"Henlo Fenner. I am bored + Kate and I want to have a few ZOOM music ensemble sessions almost entirely for the meme and to pass the time. If you are music deprived you are welcome to join our disaster but we may sound rly bad lol. If you are so inclined, we will be posting on ye olde fensemble page: https://www.facebook.com/groups/303974863600432/?epa=SEARCH_BOX

PS: Ideally pls hit me up with a cheeky message if you actually want to have a play so I can try and find some cursed arrangement of Pavane or Pachebel's Canon for us to attempt lol",1,11,https://www.facebook.com/groups/fennerhall/permalink/2623906014405339/
,,,0,0,
"Friday, 20 March 2020 at 3:24 pm",,Exciting news. We are permitting 2 people to sit at the counter and all other patrons are to order only near the pole (away from those sitting at the counter). This to enforce social distancing. DO NOT MOVE THE CHAIRS and sit there for a MAX OF 2H,5,24,https://www.facebook.com/groups/fennerhall/permalink/2623199681142639/
,,,0,0,
,,,0,0,
,,,0,0,
"Friday, 20 March 2020 at 7:34 pm",,Careful everyone spillage/broken glass in kitchen in front of the gecko bay,0,6,https://www.facebook.com/groups/fennerhall/permalink/2623566444439296/
"Friday, 20 March 2020 at 6:07 pm",,Please be careful around N4 fridges - someone’s jar of olives fell out as I opened the door 😬,0,8,https://www.facebook.com/groups/fennerhall/permalink/2623438297785444/
"Friday, 20 March 2020 at 3:43 pm",,"🚨🚨🚨COMMUNITY COORDINATOR POST🚨🚨🚨
I realise there have been a lot of issues with the election email, and I’m in the process of sorting it out now. I don’t have an exact time for when it’ll be organised, but I will keep you all updated.
UPDATE: it seems like my most recent email has worked! Please check your ANU inbox, and if it’s not there, email me!",0,5,https://www.facebook.com/groups/fennerhall/permalink/2623229491139658/
"Friday, 20 March 2020 at 11:52 am",,"Now that we are going into semi-isolation mode, can we PLEASE be able to connect gaming consoles to the WiFi.",6,17,https://www.facebook.com/groups/fennerhall/permalink/2622915971171010/
,,,0,0,
,,,0,0,
"Friday, 20 March 2020 at 10:01 am",Sarah Long,For those in the Warren last night I have moved your washing to the sink. Please come do it and put it away. IT IS UNACCEPTABLE TO LEAVE A TABLE OF DIRTY CUPS AND GLASSES,0,18,https://www.facebook.com/groups/fennerhall/permalink/2622761627853111/
"Friday, 20 March 2020 at 9:35 am",,"Hey Fenner, tonight the AFL is on. Come to the TV room at 7:50 to see the bulldogs take on the magpies",0,5,https://www.facebook.com/groups/fennerhall/permalink/2622727441189863/
"Friday, 20 March 2020 at 9:13 am",,"🚨🚨🚨COMMUNITY COORDINATOR POST🚨🚨🚨
Hey Fenner! I just sent out an email with the FRC election ballot link, so if you didn’t receive it, please email me at community.coordinator.fenner@anu.edu.au and I’ll add you to the list.",0,4,https://www.facebook.com/groups/fennerhall/permalink/2622697857859488/
"Thursday, 19 March 2020 at 5:05 pm",,Hey Fenner! Is there anyone driving up to Sydney this weekend that I could tag along with please? Happy to split fuel costs 😊,3,5,https://www.facebook.com/groups/fennerhall/permalink/2621176884678252/
,,,0,0,
,,,0,0,
"Monday, 16 March 2020 at 1:51 am",,I’m just hoping I can get Animal Crossing this week... If I gotta be in my room for a while at least lemme build an island getaway,1,17,https://www.facebook.com/groups/fennerhall/permalink/2612945862168021/
,,,0,0,
,,,0,0,
"Thursday, 19 March 2020 at 8:20 pm",,"💥DUTY WARDEN POST💥
Hey ressies! Please be mindful of practising social distancing measures such as occupancy limits and SIGNING IN!! Particularly those who plan to socialise in the warren tonight 😁 thanks in advance 👍🏻🥰",1,29,https://www.facebook.com/groups/fennerhall/permalink/2621402627989011/
,,,0,0,
"Thursday, 19 March 2020 at 5:17 pm",,Does anyone have any succulent and/or other potting mix I could use?,3,1,https://www.facebook.com/groups/fennerhall/permalink/2621189408010333/
,,,0,0,
,,,0,0,
"Thursday, 19 March 2020 at 3:49 pm",Erin Barr,"Message from the Vice Chancellor:
JOB OPPORTUNITIES FOR STAFF AND STUDENTS
We are all conscious that our health systems are under a lot of pressure around the rapidly evolving COVID-19 situation. Canberra Health Services (CHS) works closely with ANU and they have reached out to ask for our help from staff and students to undertake casual employment.
This is a great opportunity to give back to the community during this time of need. This call is for employment to boost capacity of their workforce rather than volunteering as some may have done previously, and Canberra Health Services will provide onboarding and employment arrangements.
More information here.
https://www.anu.edu.au/news/all-news/canberra-health-services-chs-job-opportunities?fbclid=IwAR2FfUYwu7GqKuX2wvI6Z9pOwCvEbSmULq-aDJL0pLN93IPv07wBpPaDD4Y#overlay-context=news/all-news/looking-after-your-wellbeing-and-mental-health",0,17,https://www.facebook.com/groups/fennerhall/permalink/2621083584687582/
"Thursday, 19 March 2020 at 10:19 am",,"Hey lovelies,
Just a heads up for anyone who lives in Tasmania. As of Friday night at midnight (20th) they are shutting their boarders. From that time if you want to get into Tassie you have to spend 14 days in Quarantine. So if you want to get to Tassie, get you butt moving!!!",0,38,https://www.facebook.com/groups/fennerhall/permalink/2620616401400967/
"Sunday, 10 March 2019 at 10:31 am",,"FRISBEE MATCH REPORT
Fenner ❤️ completed our second 2️⃣ Frisbee 🌑 game of the season yesterday and managed to turn things around 🌦 from our previous loss 😞. Well, we turned it around in the sense that when somebody asks you to turn around, we do a 180 instead of a 360 🌎; we only half 1️⃣/2️⃣ did it. We managed to scrape an 8-8 draw with a hot 😠 again, cold again 🌬 and hot again lodge. We managed to start really strongly 💪 and thought we had it in the bag 🧰. But alas, our conf...
Continue reading",5,44,https://www.facebook.com/groups/fennerhall/permalink/1927566870705927/
,,,0,0,
,,,0,0,
"Wednesday, 18 March 2020 at 11:06 am",Phoebe Denham,"hey hey thank you to all who came along to the FRC meeting this week. Please see attached minutes... it's a big boi 

Since you cannot upload a file and a photo (meme) on one facebook post, pls have this text bear 
ʕ•ᴥ•ʔ ",1,31,https://www.facebook.com/groups/fennerhall/permalink/2618338324962108/
,,,0,0,
,,,0,0,
"Wednesday, 18 March 2020 at 7:17 pm",,"Coronavirus is strong,
B R E A D is stronger ✌︎('ω'✌︎ )
Come down to the turning circle in 15!!
Gentle Reminder:
- If you touch it, you take it. Please be mindful of the bread you touch!
- please wash your hands before coming to get some bread!
❤️ Stay safe cuties ❤️",0,18,https://www.facebook.com/groups/fennerhall/permalink/2619064961556111/
"Wednesday, 18 March 2020 at 5:07 pm",,Whose is this? Come collect from the Warren,0,2,https://www.facebook.com/groups/fennerhall/permalink/2618880311574576/
"Wednesday, 18 March 2020 at 2:42 pm",Maddy Crowe,"TL;DR; The show must go on, get involved with Fenner Revue!

Hello all, I don’t mean to excite you all to death, but the time has come to begin creating FENNER REVUE. At this stage, the show must go on and we are gonna get this bread. 

So, what is Fenner Revue? 
Well, essentially it is a skit comedy show written, performed and produced by the people of Fenner. Think Monty Python (but way funnier and more applicable to college life). Although we can’t be certain when the show will be held, it is time to begin writing the script. This year, Rowena McPhee will be your blessed producer and I will be your director!
Have you ever lived at Fenner? Have you ever experienced a thought or feeling? Have you ever existed as a person? If you said yes to any of these questions, you are perfect as a Fenner Revue writer! No experience is required and every person is welcome. We will be holding a small get together (probably live-streamed as well for anyone not comfy attending), just to give some tips for skit/song writing and to explain more about Fenner Revue. Please join this group if you are interested in writing for the show. Please also join this group if you are hoping to audition! 
https://www.facebook.com/groups/489399331739235

We will keep you updated when auditions will be held!
Much love, Maddy and Ro xxx",2,19,https://www.facebook.com/groups/fennerhall/permalink/2618677298261544/
,,,0,0,
,,,0,0,
"Wednesday, 18 March 2020 at 12:10 pm",Ursula Gully,"Hey friends, if you're feeling bummed check out the GSEA page for some cute self care ideas and videos to make you smile ❤️ xoxo Ursula Gully Ed McFarland Sabine Mitchell",0,10,https://www.facebook.com/groups/fennerhall/permalink/2618430678286206/
"Wednesday, 18 March 2020 at 12:03 pm",,"🚨🚨🚨COMMUNITY COORDINATOR POST🚨🚨🚨
Hello Fenner! Unfortunately there’ll be no CC office hours today because of a) our need for social distancing and b) my raging migraine. I’m going to try to sort out a system for next week so I can still have office hours - maybe in the courtyard?
On a positive note, stay tuned for some VERY exciting news coming soon about an “event” that you can be a part of 🤭😮😀",0,25,https://www.facebook.com/groups/fennerhall/permalink/2618419854953955/
"Tuesday, 17 March 2020 at 6:30 pm",Angus Brooks,"Hi everyone,
With lots of people losing casual work at the moment I thought I would let you know that my workplace, Coles, is currently recruiting casual team members to help out during this intense period.
My understanding is that you would be working stocking shelves whilst the store is closed (all stores will be closing at 8pm as of tomorrow). There may be some customer service roles available too if you are interested.
Coles is looking to hire 5000+ people as quickly as possible, so if you are interested here is a link: https://secure.dc2.pageuppeople.com/…/…/initApplication.asp…
I understand priority will be given to people who have lost work elsewhere as a result of COVID.
I ask that you don’t share that link anywhere else as it is for internal use only.",1,28,https://www.facebook.com/groups/fennerhall/permalink/2616662978462976/
,,,0,0,
"Tuesday, 17 March 2020 at 4:00 pm",Tyler McLean,"Hey Everyone, if you're a bit bored this evening and sad about the number control of groups and such:

99 Trivia is doing Quarantine Special Show today from 5:30pm. All the links will be posted on the post below!
You will be able to watch online on Twitch and play along on Kahoot.
They’ve got a prizes such as a jug from Badger & Co, Kebabs from Kebaba and tickets to Yours & Owls gigs (when this all blows over).

https://www.facebook.com/99trivia/photos/a.158262634796022/557861021502846/?type=3&theater&notif_t=page_post_reaction&notif_id=1584409864260693 ",0,11,https://www.facebook.com/groups/fennerhall/permalink/2616470391815568/
"Tuesday, 17 March 2020 at 12:02 pm",Jacqui Du,Come to wholesome compliment hour at the warren for a free compliment 😘 Jacqui Du,0,17,https://www.facebook.com/groups/fennerhall/permalink/2616128121849795/
"Tuesday, 17 March 2020 at 9:30 am",Cate Pearce,Hey fenner 👋🏻 there’s a few of us going to give blood today at around 10am! There’s a centre at mort st in civic and it literally take two seconds to register and book an appointment :)) there’s a high demand for it at the moment so if you’re feeling up to it here’s the link 👇🏻,0,21,https://www.facebook.com/groups/fennerhall/permalink/2615912865204654/
"Monday, 16 March 2020 at 1:14 pm",,Is bread night cancelled?,2,2,https://www.facebook.com/groups/fennerhall/permalink/2614004058728868/
,,,0,0,
,,,0,0,
"Monday, 16 March 2020 at 6:03 pm",,"*FRC Meeting Update*
Good evening, I would like to thank everyone who attend the FRC meeting last night. Your concerns, queries and ideas were incredibly valuable and have been passed onto the appropriate bodies.
Advocacy:
The advocacy submissions have been shared with Nerilee and the property manager and they will provide a response soon and have taken on board what has been brought to their attention. COVID-19:
Regarding Fenner Hall’s response to the new regulations due to COVID-19, an in-depth summary is being worked on by Nerilee and the rest of the Fenner Hall team. This will be released tomorrow with the most up-to-date information we currently have. Please check your university emails for this as that is where all formal communication will be sent.
Paper towels, sanitizer and more:
Your concerns about hygiene and resources provided by Fenner Hall Administration have been heard and understood. The property manager is in the process of sourcing more communal hand sanitizer and disinfectant spray is also being investigated. However, I really need to stress this; as hygiene standards are heightened to prevent the spread of this disease it is not possible to provide enough hand sanitizer for 449 students that will rightly re-apply multiple times a day. This goes for paper towel, sanitizer, spray-and-wipe and other protective measures. The high level of consumption paired with the difficulty of sourcing these in-demand resources means that it isn’t possible to supply enough.
We do all live together, but just as we have our own dishwashing liquid, and toothpaste, there is also an expected personal responsibility for hygiene. The Fenner Team is encouraging residents to take your health into your own hands (pun intended) and have your own personal supplies. Further to this, although hand sanitizer is useful, soap and water is the most effective method as it can break down the fats on your skin, without drying them out as much.
Suggested measures:
- A small bottle of hand sanitizer that you can carry with you
- A bar of soap next to your sink in your room
- A small hand towel you can take to the bathroom with you to dry your hands
- Using elbows to open doors
- Using the bottom of a shirt or a sleeve to cover your hand when pressing buttons such as for the elevators
- Having a bottle of spray and wipe in your kitchen cupboard
- Having a personal roll of paper towel
If anyone thinks of any other savvy solutions for hygiene hacks, please share them!
I hope this clears up a few things, please continue to use the advocacy form for any concerns, questions or feedback as new systems are implemented around the hall. Thank you for your understanding and check your university emails tomorrow for more information.",4,18,https://www.facebook.com/groups/fennerhall/permalink/2614400058689268/
,,,0,0,
,,,0,0,
,,,0,0,
"Monday, 16 March 2020 at 11:32 am",Susan Brown,Hey fam here is the Interhall Arts Committee's update on how the COVID-19 ban affects the upcoming events. We will be trying to run some online events to still have some interhall artsy engagement while staying safe!,2,26,https://www.facebook.com/groups/fennerhall/permalink/2613863315409609/
,,,0,0,
,,,0,0,
"Monday, 16 March 2020 at 1:10 pm",Sabine Mitchell,Hi everyone - head over to the GSEA page for wholesome content + important resources in this time of stress. We love you 💞,0,14,https://www.facebook.com/groups/fennerhall/permalink/2613998658729408/
"Monday, 16 March 2020 at 12:18 pm",,"Another week, another Indigenous hour! Come for incredible Indigenous artists, such as our queen Thelma Plum, our Senator Briggs, the soul-energizing choirs of the islands and so many more!
I don't really have the energy to educate today, but I will leave you with this: consider the effects that panic buying and an inaccessible health care system is having on our Indigenous population with this pandemic. Watch our for each other and I hope you are all taking time for self-care 💕",0,22,https://www.facebook.com/groups/fennerhall/permalink/2613926232069984/
"Monday, 16 March 2020 at 9:32 am",,If anyone tried to print last night I’ve just replaced the paper and some stuff printed so come get if if it’s yours,0,0,https://www.facebook.com/groups/fennerhall/permalink/2613704392092168/
